id,type,name,translation,file,sounds,error,ini
246,PACENOTE,LIGHT,Light,light.ogg,1,Not found: light.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
247,PACENOTE,BIG,Big,big.ogg,1,Not found: big.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
248,PACENOTE,SMALL,Small,small.ogg,1,Not found: small.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
249,PACENOTE,SHARP,Sharp,terava1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
250,PACENOTE,ROUND,Round,pyoree.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
251,PACENOTE,TIGHT,Tight,ahdas.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
252,PACENOTE,SLIGHT,Slight,slight.ogg,1,Not found: slight.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
253,PACENOTE,GOOD,Good,good.ogg,1,Not found: good.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
254,PACENOTE,BAD,Bad,bad.ogg,1,Not found: bad.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
257,PACENOTE,STRAIGHT,Straight,straight.ogg,1,Not found: straight.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
260,PACENOTE,UPHILL,Up,ylos1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
261,PACENOTE,DOWNHILL,Down,alas1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
263,PACENOTE,LONGLONG,Very Long,tosi_pitka.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
264,PACENOTE,SHORT,Short,lyhyt.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
265,PACENOTE,SHORTSHORT,LYHYT LYHYT,shortshort.ogg,1,Not found: shortshort.ogg,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
